DATE,ret_true,sigma_lstm,gk_vol_actual,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2006-10-26,0.0026956615,0.005409934,0.004897925,3.6300607,-0.008583401665438806,-0.013881771792978696,0,0
2006-10-27,-0.005940077,0.0053985207,0.0053445157,3.5492964,-0.00856529353045492,-0.013852485851665368,0,0
2006-10-30,-0.0010838151,0.0054008192,0.0041945125,3.7229483,-0.00856894013169343,-0.013858383430292828,0,0
2006-10-31,0.0,0.0054063904,0.00524401,3.804828,-0.00857777974645745,-0.013872679570643113,0,0
2006-11-01,-0.007437676,0.0054083806,0.007376619,3.8702285,-0.008580937721227276,-0.013877786903002872,0,0
2006-11-02,-0.0012753942,0.005419972,0.004459384,4.0494404,-0.008599328173726401,-0.013907529431048648,0,0
2006-11-03,-0.002007483,0.005429357,0.00592869,3.8448882,-0.008614217708063792,-0.01393160999092826,0,0
2006-11-06,0.011081955,0.00542514,0.0073056,3.8296888,-0.008607527144898148,-0.01392078947073684,0,0
2006-11-07,0.0037868586,0.0054099653,0.0048046247,3.9394271,-0.008583451432949505,-0.01388185228102448,0,0
2006-11-08,0.0017982383,0.005447051,0.0065338756,3.9515107,-0.008642292013281164,-0.013977014029264625,0,0
2006-11-09,-0.005404445,0.005446782,0.0055452213,3.9990926,-0.00864186491755298,-0.013976323295489895,0,0
2006-11-10,0.00054176076,0.0054458957,0.003563776,3.8974285,-0.008640458759159768,-0.013974049142341738,0,0
2006-11-13,0.0023442442,0.0054512587,0.0047838995,3.8282752,-0.008648968098625512,-0.01398781113475182,0,0
2006-11-14,0.0069999387,0.0054507903,0.007021296,3.725917,-0.008648224300556517,-0.013986608204322099,0,0
2006-11-15,0.0026792907,0.005437827,0.004453605,3.7771769,-0.008627657650544086,-0.013953346153547033,0,0
2006-11-16,0.002494211,0.005431015,0.004083061,3.6862502,-0.008616849052084036,-0.013935865613421724,0,0
2006-11-17,-0.00017795178,0.005428316,0.0036508671,3.799571,-0.008612567236436238,-0.013928940714646254,0,0
2006-11-20,0.0003558719,0.005432208,0.0045330175,3.8289587,-0.00861874202721827,-0.01393892708599955,0,0
2006-11-21,0.0007113641,0.005423251,0.002066488,3.6250825,-0.008604531140754053,-0.013915944090380631,0,0
2006-11-22,0.0015987214,0.0054251286,0.0032731467,3.6782374,-0.00860750995248536,-0.013920761665775569,0,0
2006-11-23,-0.000887863,0.005430736,0.0014027859,3.5129187,-0.008616406573670729,-0.01393515000152375,0,0
2006-11-24,-0.0030246442,0.0054327142,0.003673771,3.2637115,-0.008619544641436275,-0.013940225138665198,0,0
2006-11-27,-0.013996281,0.0054367045,0.008260845,3.3942077,-0.008625875973661053,-0.013950464681507959,1,1
2006-11-28,0.0036075076,0.0054732547,0.005746824,3.353254,-0.0086838668868555,-0.014044252279293715,0,0
2006-11-29,0.0098540615,0.00545737,0.0044964775,3.464322,-0.00865866371457356,-0.014003491669489592,0,0
2006-11-30,0.0005347117,0.0054278495,0.0066674566,3.364523,-0.008611826152958734,-0.013927742174473578,0,0
2006-12-01,-0.0017834854,0.005417431,0.00955311,3.448033,-0.00859529610049593,-0.013901008435921116,0,0
2006-12-04,0.007292162,0.005427209,0.006074289,3.5055285,-0.00861081089574047,-0.013926100218339581,0,0
2006-12-05,0.0042440384,0.005424175,0.0028013398,3.6695824,-0.008605997020160103,-0.013918314829183728,0,0
2006-12-06,-0.001412679,0.005425666,0.00273624,3.5560355,-0.008608362334214066,-0.013922140206486999,0,0
2006-12-07,-0.0042500505,0.0054279496,0.005627509,3.5055811,-0.008611985408992972,-0.013927999736220087,0,0
2006-12-08,0.00088691805,0.0054481546,0.0056153475,3.5480168,-0.008644042924793947,-0.013979845745057213,0,0
2006-12-11,0.0031864073,0.005451664,0.0031162407,3.5541673,-0.008649610551945448,-0.013988850162251942,0,0
2006-12-12,0.007395702,0.005427764,0.004913786,3.4728527,-0.0086116904233841,-0.01392752266162144,0,0
2006-12-13,0.001052078,0.00547313,0.0038900583,3.6648326,-0.008683668721676535,-0.014043931790529592,0,0
2006-12-14,0.008203205,0.0054796147,0.005706635,3.7230783,-0.00869395702343382,-0.014060570864721705,0,0
2006-12-15,0.0,0.005482961,0.003801113,3.7595465,-0.008699266764393516,-0.01406915820749737,0,0
2006-12-18,-0.0024364789,0.005493693,0.005575353,3.8308425,-0.008716293587099482,-0.01409669536308866,0,0
2006-12-19,0.0010449322,0.0054958304,0.00687527,3.6426702,-0.008719685016737679,-0.014102180257554098,0,0
