var1,var2,n,mean_diff,std_diff,mae,rmse,corr_pearson,corr_spearman
yz_vol_5,garch_vol,5072,-0.0007910665965332416,0.0031718598154202604,0.0021846878959434764,0.003268714957498939,0.8906805254844087,0.8269448950590225
yz_vol_5,sma_vol_20_predict,5072,-0.0001254244298861627,0.003989983552321803,0.002518724143515484,0.003991561253483485,0.8271332940793216,0.7862347735425826
yz_vol_5,sma_vol_10_predict,5072,0.0003488620103494181,0.0034345475257046565,0.0022653019729915584,0.0034518829174524372,0.8782697505452034,0.8204742600235494
yz_vol_5,sma_vol_5_predict,5072,0.001205016662790524,0.0037075041103551056,0.0026414177826871135,0.0038980689826992846,0.8619676945221529,0.7970477984333952
garch_vol,sma_vol_20_predict,5072,0.0006656421666470789,0.0027673909072113176,0.001779434649851557,0.0028460537556568018,0.9197968939523055,0.8996509605583808
garch_vol,sma_vol_10_predict,5072,0.0011399286068826597,0.0022686716045855096,0.0018955214075482005,0.002538758223352358,0.9484429170764855,0.8920542244265999
garch_vol,sma_vol_5_predict,5072,0.0019960832593237656,0.0029778067119068624,0.002721307470222558,0.003584680306590852,0.9132212357423821,0.8162536033532619
sma_vol_20_predict,sma_vol_10_predict,5072,0.00047428644023558077,0.0026734218193143924,0.0017753006310575572,0.002714907494966092,0.928274175490439,0.8895142126460546
sma_vol_20_predict,sma_vol_5_predict,5072,0.0013304410926766868,0.00426272853094956,0.0029826007689142207,0.00446512546832956,0.8210134206223189,0.7484031592254042
sma_vol_10_predict,sma_vol_5_predict,5072,0.0008561546524411058,0.0031112685796231385,0.002059155951273146,0.003226621212296144,0.9071949456131846,0.8545331683232715
