DATE,ret_true,sigma_lstm_wf,gk_vol_actual,garch_pred,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2022-03-09,0.025226349,0.01840687,0.016554842,0.015185509,12.260054,-0.029839641873041542,-0.0455016054202807,0,0
2022-03-10,-0.0042191683,0.018061748,0.0121294325,0.017431755,11.963861,-0.029280162302807933,-0.04464847123208265,0,0
2022-03-11,-0.0131818075,0.015655793,0.021194331,0.015546654,12.22976,-0.02537983273785609,-0.03870097167332188,0,0
2022-03-14,-0.007046067,0.017234484,0.014343059,0.014948575,12.387569,-0.02793907096204244,-0.04260347989875178,0,0
2022-03-15,0.01940541,0.016682226,0.01896964,0.013615831,12.528977,-0.027043798656941998,-0.041238305097267704,0,0
2022-03-16,0.022259949,0.01720161,0.01542654,0.014731714,13.136791,-0.027885779557321803,-0.042522217379576524,0,0
2022-03-17,0.011998087,0.016896248,0.012754351,0.016378947,12.769742,-0.027390752354971633,-0.04176736473994104,0,0
2022-03-18,0.011631321,0.015345028,0.01296528,0.01543158,13.128077,-0.024876046576363182,-0.037932762750641814,0,0
2022-03-21,-0.0002807175,0.014502313,0.009165275,0.014617743,13.0785885,-0.023509910587919753,-0.035849581559625,0,0
2022-03-22,0.011778304,0.012540836,0.011052804,0.012978658,12.722407,-0.02033013158940856,-0.03100082868485721,0,0
2022-03-23,-0.012845751,0.011997848,0.007612301,0.012607246,13.024182,-0.01944988573531769,-0.029658567283192525,0,0
2022-03-24,0.014509183,0.010533395,0.007154818,0.012521587,13.360471,-0.017075839826696585,-0.026038453454638105,0,0
2022-03-25,0.005304466,0.009318354,0.0066016247,0.012968953,12.991947,-0.01510611888288935,-0.02303488305139706,0,0
2022-03-28,0.006919683,0.008548282,0.00864411,0.0117296865,13.070541,-0.01385774354690959,-0.021131271667726943,0,0
2022-03-29,0.0125090005,0.008837382,0.0068160472,0.010839822,13.118995,-0.014326407784547624,-0.021845924186223435,0,0
2022-03-30,-0.0063981134,0.008387477,0.0073569035,0.01117814,13.46723,-0.01359706112327313,-0.020733764592046358,0,0
2022-03-31,-0.014298871,0.008170048,0.009951601,0.01038865,12.889313,-0.013244582647198749,-0.020196280375388648,1,0
2022-04-01,0.0018743115,0.009022597,0.008467863,0.011302959,13.431808,-0.014626663351013598,-0.022303775200947593,0,0
2022-04-04,0.0084458105,0.009094403,0.0060674055,0.010154334,12.653802,-0.014743068550751958,-0.022481278117701734,0,0
2022-04-05,-0.012640309,0.007960463,0.010001368,0.009860287,13.093156,-0.012904821457341634,-0.01967818838005641,0,0
2022-04-06,-0.009893366,0.008748187,0.011299956,0.010495845,13.816504,-0.01418181153130322,-0.021625433548689278,0,0
2022-04-07,0.0045697805,0.009945872,0.010945088,0.010382921,14.122792,-0.016123397125141065,-0.024586101171859585,0,0
2022-04-08,-0.0028397245,0.010391673,0.007871593,0.009562837,13.769099,-0.016846091433750012,-0.02568811678617952,0,0
2022-04-11,-0.016756086,0.009440896,0.008397994,0.008710039,13.738436,-0.015304772886479906,-0.023337804786349343,1,0
2022-04-12,-0.0036355413,0.009068477,0.0143719,0.010772264,14.3961735,-0.014701039388351681,-0.022417189065567028,0,0
2022-04-13,0.01114864,0.010983395,0.008307946,0.009838081,14.266978,-0.017805341782679333,-0.027150849853216818,0,0
2022-04-14,-0.012401416,0.010220136,0.008746325,0.010141114,14.140034,-0.016568009250845225,-0.025264077321671893,0,0
2022-04-18,-0.00017095478,0.009562176,0.008178588,0.010604876,14.688544,-0.01550138105108781,-0.02363760688070613,0,0
2022-04-19,0.016391957,0.009279546,0.012680531,0.009575434,14.378241,-0.01504320764618674,-0.022938951529124663,0,0
2022-04-20,-0.0008413024,0.010555811,0.007912603,0.011182915,14.741446,-0.017112178788428106,-0.026093865684621475,0,0
2022-04-21,-0.014696172,0.009860373,0.017406939,0.010111639,14.098761,-0.015984793222052127,-0.0243747480954756,0,0
2022-04-22,-0.028473524,0.012024682,0.016713012,0.011132885,14.255811,-0.019493386821474463,-0.029724900829221017,1,0
2022-04-25,0.0059579615,0.01411231,0.016133567,0.016432252,12.147371,-0.02287766869492514,-0.03488549421341584,0,0
2022-04-26,-0.028891621,0.014900019,0.021257052,0.014617847,12.421977,-0.024154636825069253,-0.03683270592055717,1,0
2022-04-27,0.0023351207,0.016938226,0.0139818955,0.018526195,12.499032,-0.02745880350892027,-0.04187113397311549,0,0
2022-04-28,0.02439938,0.016222153,0.01732893,0.0162941,12.6753025,-0.02629796712478911,-0.04010100820106454,0,0
2022-04-29,-0.037098534,0.016417876,0.020877821,0.018187335,12.905866,-0.026615256157570245,-0.04058483305510319,1,0
2022-05-02,0.005677372,0.018306768,0.018849924,0.023691235,12.490656,-0.02967736565485957,-0.0452541551164122,0,0
